object_name,sample_name,obj. ref
MASTER_WP4_FFoQSI_2__VB10-22__bin.21,MASTER_WP4_FFoQSI_2__VB10-22__bin.21,218406/532/1
FalardeauJ_2023__SRR20811150__bin.7,FalardeauJ_2023__SRR20811150__bin.7,218406/537/1
DeFilippisF_xxxx__DF_114__bin.6,DeFilippisF_xxxx__DF_114__bin.6,218406/538/1
MortensenS_xxxx__WK032-1-L-08h-03B5_S33__bin.4,MortensenS_xxxx__WK032-1-L-08h-03B5_S33__bin.4,218406/539/1
LeechJ_xxxx__AF06__bin.6,LeechJ_xxxx__AF06__bin.6,218406/540/1
MAG_337,MAG_337,218406/541/1
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.54,MASTER_WP4_FFoQSI_1__VB-05-BD__bin.54,218406/542/1
MASTER_WP4_UNINA_2__O-25.1__bin.29,MASTER_WP4_UNINA_2__O-25.1__bin.29,218406/543/1
MASTER_WP4_CSIC_2__P2629__bin.15,MASTER_WP4_CSIC_2__P2629__bin.15,218406/546/1
LeechJ_xxxx__AF70__bin.8,LeechJ_xxxx__AF70__bin.8,218406/547/1
MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1,MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1,218406/556/1
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.5,MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.5,218406/557/1
MASTER_WP4_CSIC_1__P2176_73322__bin.2,MASTER_WP4_CSIC_1__P2176_73322__bin.2,218406/558/1
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.47,MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.47,218406/559/1
MortensenS_xxxx__WK064-1-L-48h-05A3_S55__bin.1,MortensenS_xxxx__WK064-1-L-48h-05A3_S55__bin.1,218406/560/1
ODFM-BA-A-0014-003_Alishewanella_jeotgali_KCTC_22429,ODFM-BA-A-0014-003_Alishewanella_jeotgali_KCTC_22429,218406/561/1
LeechJ_2020__ERS3967711__bin.14,LeechJ_2020__ERS3967711__bin.14,218406/563/1
WalshL_xxxx__B9__bin.5,WalshL_xxxx__B9__bin.5,218406/564/1
CM_UNINA_FFOOD__FFOOD_289__bin.25,CM_UNINA_FFOOD__FFOOD_289__bin.25,218406/565/1
DeFilippisF_xxxx__DS_12__bin.14,DeFilippisF_xxxx__DS_12__bin.14,218406/567/1
LeechJ_xxxx__AF38__bin.7,LeechJ_xxxx__AF38__bin.7,218406/574/1
MASTER_WP4_FFoQSI_1__VB-14D__bin.5,MASTER_WP4_FFoQSI_1__VB-14D__bin.5,218406/576/1
MAG_121,MAG_121,218406/577/1
FontanaF_2023__SRR20746939__bin.10,FontanaF_2023__SRR20746939__bin.10,218406/578/1
MASTER_WP4_FFoQSI_3__VB14-22__bin.44,MASTER_WP4_FFoQSI_3__VB14-22__bin.44,218406/580/1
DeFilippisF_xxxx__DF_41__bin.12,DeFilippisF_xxxx__DF_41__bin.12,218406/581/1
MortensenS_xxxx__WK054-2-L-48h-04F1_S17__bin.6,MortensenS_xxxx__WK054-2-L-48h-04F1_S17__bin.6,218406/582/1
LeechJ_xxxx__AF14__bin.10,LeechJ_xxxx__AF14__bin.10,218406/584/1
ZhaoCC_2020__SRS5803195__bin.39,ZhaoCC_2020__SRS5803195__bin.39,218406/587/1
LeechJ_xxxx__AF17__bin.5,LeechJ_xxxx__AF17__bin.5,218406/592/1
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.46,MASTER_WP4_FFoQSI_1__VB-06-BG__bin.46,218406/594/1
MASTER_WP4_FFoQSI_2__VB10-22__bin.15,MASTER_WP4_FFoQSI_2__VB10-22__bin.15,218406/595/1
MASTER_WP4_CSIC_2__P2633__bin.17,MASTER_WP4_CSIC_2__P2633__bin.17,218406/596/1
MASTER_WP4_CSIC_1__P2138_73322__bin.8,MASTER_WP4_CSIC_1__P2138_73322__bin.8,218406/598/1
MAG_352,MAG_352,218406/600/1
MASTER_WP4_CSIC_2__P2574__bin.32,MASTER_WP4_CSIC_2__P2574__bin.32,218406/602/1
MASTER_WP4_UNINA_2__V-26__bin.5,MASTER_WP4_UNINA_2__V-26__bin.5,218406/603/1
MAG_183,MAG_183,218406/604/1
MASTER_WP4_CSIC_2__P2621__bin.41,MASTER_WP4_CSIC_2__P2621__bin.41,218406/609/1
MortensenS_xxxx__WK025-1-L-48h-02H5_S6__bin.7,MortensenS_xxxx__WK025-1-L-48h-02H5_S6__bin.7,218406/610/1
MAG_193,MAG_193,218406/614/1
WalshL_xxxx__R2__bin.3,WalshL_xxxx__R2__bin.3,218406/617/1
LeechJ_2020__ERS3967723__bin.8,LeechJ_2020__ERS3967723__bin.8,218406/618/1
DeFilippisF_xxxx__DF_67__bin.7,DeFilippisF_xxxx__DF_67__bin.7,218406/619/1
WalshL_xxxx__H3_S87__bin.16,WalshL_xxxx__H3_S87__bin.16,218406/620/1
CM_UNINA_FFOOD__FFOOD_375__bin.5,CM_UNINA_FFOOD__FFOOD_375__bin.5,218406/621/1
C-R13.bin.1,C-R13.bin.1,218406/623/1
WalshL_xxxx__N10__bin.2,WalshL_xxxx__N10__bin.2,218406/624/1
MAG_342,MAG_342,218406/627/1
MortensenS_xxxx__WK022-2-L-08h-02F9_S114__bin.6,MortensenS_xxxx__WK022-2-L-08h-02F9_S114__bin.6,218406/628/1
MASTER_WP4_UNINA_1__PM003_71775__bin.3,MASTER_WP4_UNINA_1__PM003_71775__bin.3,218406/633/1
YouL_2022__SRR13308528__bin.22,YouL_2022__SRR13308528__bin.22,218406/637/1
DeFilippisF_xxxx__DS_111__bin.1,DeFilippisF_xxxx__DS_111__bin.1,218406/638/1
SternesPR_2017__T1D1_A_shotgun__bin.1,SternesPR_2017__T1D1_A_shotgun__bin.1,218406/639/1
DeFilippisF_xxxx__DF_59__bin.6,DeFilippisF_xxxx__DF_59__bin.6,218406/640/1
MASTER_WP4_UNINA_1__PS007_71775__bin.2,MASTER_WP4_UNINA_1__PS007_71775__bin.2,218406/643/1
MASTER_WP4_TEAGASC_1__TGS10-30__bin.5,MASTER_WP4_TEAGASC_1__TGS10-30__bin.5,218406/644/1
MortensenS_xxxx__WK054-1-L-48h-04E8_S15__bin.7,MortensenS_xxxx__WK054-1-L-48h-04E8_S15__bin.7,218406/645/1
MAG_131,MAG_131,218406/646/1
Vreta_bin.2,Vreta_bin.2,218406/649/1
YuY_2022__SRR16950700__bin.19,YuY_2022__SRR16950700__bin.19,218406/654/1
MASTER_WP4_TEAGASC_1__TGS06-29__bin.7,MASTER_WP4_TEAGASC_1__TGS06-29__bin.7,218406/656/1
MASTER_WP4_FFoQSI_1__KM-1G__bin.1,MASTER_WP4_FFoQSI_1__KM-1G__bin.1,218406/657/1
MotaGutierrezJ_2021__SRR11602142__bin.9,MotaGutierrezJ_2021__SRR11602142__bin.9,218406/658/1
MASTER_WP4_UNINA_1__PA207_73417__bin.4,MASTER_WP4_UNINA_1__PA207_73417__bin.4,218406/659/1
CM_UNINA_FFOOD__FFOOD_339__bin.16,CM_UNINA_FFOOD__FFOOD_339__bin.16,218406/660/1
MAG_160,MAG_160,218406/661/1
AlvarezOrdonezA_xxxx__Q04-25__bin.7,AlvarezOrdonezA_xxxx__Q04-25__bin.7,218406/662/1
KastmanEK_2016__CSB720__bin.5,KastmanEK_2016__CSB720__bin.5,218406/665/1
CM_UNINA_FFOOD__FFOOD_254__bin.8,CM_UNINA_FFOOD__FFOOD_254__bin.8,218406/674/1
MASTER_WP4_CSIC_1__P2177_73322__bin.10,MASTER_WP4_CSIC_1__P2177_73322__bin.10,218406/675/1
FontanaF_2023__SRR20746829__bin.4,FontanaF_2023__SRR20746829__bin.4,218406/676/1
WolfeBE_2014__679_Raclette__bin.1,WolfeBE_2014__679_Raclette__bin.1,218406/677/1
DuR_2020__DRS139335__bin.18,DuR_2020__DRS139335__bin.18,218406/678/1
MAG_327,MAG_327,218406/679/1
MASTER_WP4_UNINA_2__V-25.1__bin.10,MASTER_WP4_UNINA_2__V-25.1__bin.10,218406/680/1
MASTER_WP4_TEAGASC_1__TGS07-23__bin.9,MASTER_WP4_TEAGASC_1__TGS07-23__bin.9,218406/682/1
MASTER_WP4_CSIC_1__P2239_73323__bin.32,MASTER_WP4_CSIC_1__P2239_73323__bin.32,218406/683/1
FontanaF_2023__SRR20746834__bin.9,FontanaF_2023__SRR20746834__bin.9,218406/686/1
MASTER_WP4_CSIC_1__P2249_73323__bin.1,MASTER_WP4_CSIC_1__P2249_73323__bin.1,218406/692/1
YouL_2022__SRR13308528__bin.16,YouL_2022__SRR13308528__bin.16,218406/695/1
LimaC_2020__SRR9640350__bin.6,LimaC_2020__SRR9640350__bin.6,218406/696/1
LeechJ_xxxx__AF27__bin.6,LeechJ_xxxx__AF27__bin.6,218406/697/1
AlvarezOrdonezA_xxxx__C06-19__bin.13,AlvarezOrdonezA_xxxx__C06-19__bin.13,218406/698/1
AlvarezOrdonezA_xxxx__Q04-28__bin.3,AlvarezOrdonezA_xxxx__Q04-28__bin.3,218406/699/1
MAG_376,MAG_376,218406/700/1
MASTER_WP4_FFoQSI_2__VB05-30__bin.24,MASTER_WP4_FFoQSI_2__VB05-30__bin.24,218406/702/1
MortensenS_xxxx__WK012-1-L-48h-02B1_S70__bin.2,MortensenS_xxxx__WK012-1-L-48h-02B1_S70__bin.2,218406/703/1
DeFilippisF_xxxx__DF_75__bin.11,DeFilippisF_xxxx__DF_75__bin.11,218406/710/1
LeechJ_xxxx__AF88__bin.1,LeechJ_xxxx__AF88__bin.1,218406/713/1
LeechJ_xxxx__AF41__bin.1,LeechJ_xxxx__AF41__bin.1,218406/714/1
CM_UNINA_FFOOD__FFOOD_282__bin.23,CM_UNINA_FFOOD__FFOOD_282__bin.23,218406/715/1
MASTER_WP4_CSIC_1__P2233_73323__bin.18,MASTER_WP4_CSIC_1__P2233_73323__bin.18,218406/716/1
LandisEA_2021__SRS5652995__bin.1,LandisEA_2021__SRS5652995__bin.1,218406/717/1
MAG_385,MAG_385,218406/718/1
AlvarezOrdonezA_xxxx__Q04-29__bin.9,AlvarezOrdonezA_xxxx__Q04-29__bin.9,218406/719/1
LeechJ_xxxx__AF84__bin.30,LeechJ_xxxx__AF84__bin.30,218406/721/1
AlvarezOrdonezA_xxxx__F03-19__bin.17,AlvarezOrdonezA_xxxx__F03-19__bin.17,218406/722/1
ArikanM_2020__ERS1939655__bin.10,ArikanM_2020__ERS1939655__bin.10,218406/727/1
YangC_2021__SRR13259374__bin.1,YangC_2021__SRR13259374__bin.1,218406/732/1
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.7,MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.7,218406/734/1
AlvarezOrdonezA_xxxx__R01-19__bin.3,AlvarezOrdonezA_xxxx__R01-19__bin.3,218406/735/1
CM_UNINA_FFOOD__FFOOD_320__bin.7,CM_UNINA_FFOOD__FFOOD_320__bin.7,218406/736/1
MASTER_WP4_CSIC_2__P2479__bin.4,MASTER_WP4_CSIC_2__P2479__bin.4,218406/737/1
MAG_154,MAG_154,218406/738/1
WalshAM_2020__ERS3466783__bin.3,WalshAM_2020__ERS3466783__bin.3,218406/740/1
MortensenS_xxxx__WK053-1-L-48h-04E4_S11__bin.6,MortensenS_xxxx__WK053-1-L-48h-04E4_S11__bin.6,218406/742/1
DeFilippisF_xxxx__DF_58__bin.13,DeFilippisF_xxxx__DF_58__bin.13,218406/744/1
LopezSanchezR_2023__SRR13708566__bin.12,LopezSanchezR_2023__SRR13708566__bin.12,218406/752/1
MASTER_WP4_UNINA_2__N-22__bin.11,MASTER_WP4_UNINA_2__N-22__bin.11,218406/753/1
AlvarezOrdonezA_xxxx__F06-19__bin.4,AlvarezOrdonezA_xxxx__F06-19__bin.4,218406/754/1
MASTER_WP4_TEAGASC_1__TGS07-22__bin.3,MASTER_WP4_TEAGASC_1__TGS07-22__bin.3,218406/755/1
CM_UNINA_FFOOD__FFOOD_368__bin.8,CM_UNINA_FFOOD__FFOOD_368__bin.8,218406/756/1
MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.32,MASTER_WP4_FFoQSI_1__RC17-F-BR__bin.32,218406/757/1
MAG_105,MAG_105,218406/758/1
WolfeBE_2014__380_Stawley__bin.1,WolfeBE_2014__380_Stawley__bin.1,218406/762/1
MAG_12,MAG_12,218406/763/1
FontanaF_2023__SRR20746821__bin.3,FontanaF_2023__SRR20746821__bin.3,218406/765/1
MASTER_WP4_CSIC_1__P2250_73323__bin.25,MASTER_WP4_CSIC_1__P2250_73323__bin.25,218406/770/1
YuY_2022__SRR16950704__bin.11,YuY_2022__SRR16950704__bin.11,218406/771/1
MortensenS_xxxx__WK012-2-G-48h-01D6_S12__bin.7,MortensenS_xxxx__WK012-2-G-48h-01D6_S12__bin.7,218406/773/1
MASTER_WP4_FFoQSI_2__VB16-29__bin.11,MASTER_WP4_FFoQSI_2__VB16-29__bin.11,218406/774/1
DeFilippisF_xxxx__DF_113__bin.9,DeFilippisF_xxxx__DF_113__bin.9,218406/776/1
LeechJ_xxxx__AF44__bin.2,LeechJ_xxxx__AF44__bin.2,218406/777/1
MASTER_WP4_CSIC_2__P2603__bin.2,MASTER_WP4_CSIC_2__P2603__bin.2,218406/779/1
MASTER_WP4_UNINA_2__H-30__bin.14,MASTER_WP4_UNINA_2__H-30__bin.14,218406/781/1
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.29,MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.29,218406/783/1
WalshL_xxxx__V3__bin.1,WalshL_xxxx__V3__bin.1,218406/786/1
AlvarezOrdonezA_xxxx__Q08-25__bin.9,AlvarezOrdonezA_xxxx__Q08-25__bin.9,218406/789/1
LeechJ_xxxx__AF22__bin.5,LeechJ_xxxx__AF22__bin.5,218406/790/1
MASTER_WP4_UNINA_1__CS007_71775__bin.13,MASTER_WP4_UNINA_1__CS007_71775__bin.13,218406/792/1
DeFilippisF_xxxx__DF_26__bin.5,DeFilippisF_xxxx__DF_26__bin.5,218406/794/1
CM_UNINA_FFOOD__FFOOD_428__bin.7,CM_UNINA_FFOOD__FFOOD_428__bin.7,218406/795/1
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.80,MASTER_WP4_FFoQSI_1__VB-09-M7__bin.80,218406/797/1
MASTER_WP4_FFoQSI_3__VB02-30__bin.5,MASTER_WP4_FFoQSI_3__VB02-30__bin.5,218406/798/1
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.4,MASTER_WP4_FFoQSI_1__VB-16-M16__bin.4,218406/803/1
MASTER_WP4_CSIC_2__P2585__bin.9,MASTER_WP4_CSIC_2__P2585__bin.9,218406/804/1
MASTER_WP4_CSIC_2__P2599__bin.11,MASTER_WP4_CSIC_2__P2599__bin.11,218406/808/1
MASTER_WP4_CSIC_1__P2142_73322__bin.20,MASTER_WP4_CSIC_1__P2142_73322__bin.20,218406/809/1
MAG_469,MAG_469,218406/811/1
MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.2,MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.2,218406/812/1
MASTER_WP4_CSIC_1__P2136_73322__bin.3,MASTER_WP4_CSIC_1__P2136_73322__bin.3,218406/813/1
MASTER_WP4_UNINA_1__PU010_71775__bin.2,MASTER_WP4_UNINA_1__PU010_71775__bin.2,218406/815/1
YuY_2022__SRR16950699__bin.4,YuY_2022__SRR16950699__bin.4,218406/817/1
MASTER_WP4_TEAGASC_1__TGS12-29__bin.18,MASTER_WP4_TEAGASC_1__TGS12-29__bin.18,218406/818/1
MASTER_WP4_UNINA_1__GR002_73417__bin.12,MASTER_WP4_UNINA_1__GR002_73417__bin.12,218406/822/1
FalardeauJ_2023__SRR20811289__bin.5,FalardeauJ_2023__SRR20811289__bin.5,218406/824/1
MortensenS_xxxx__WK025-2-G-48h-04A1_S101__bin.2,MortensenS_xxxx__WK025-2-G-48h-04A1_S101__bin.2,218406/828/1
DeFilippisF_xxxx__DF_88__bin.8,DeFilippisF_xxxx__DF_88__bin.8,218406/829/1
MAG_529,MAG_529,218406/831/1
MASTER_WP4_CSIC_2__P2598__bin.18,MASTER_WP4_CSIC_2__P2598__bin.18,218406/833/1
MASTER_WP4_UNINA_1__AS006_71775__bin.10,MASTER_WP4_UNINA_1__AS006_71775__bin.10,218406/835/1
MASTER_WP4_FFoQSI_1__VB-03-M5__bin.17,MASTER_WP4_FFoQSI_1__VB-03-M5__bin.17,218406/836/1
MortensenS_xxxx__WK004-2-L-08h-01G6_S39__bin.3,MortensenS_xxxx__WK004-2-L-08h-01G6_S39__bin.3,218406/837/1
WolfeBE_2014__950_Rush_Creek__bin.3,WolfeBE_2014__950_Rush_Creek__bin.3,218406/838/1
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.54,MASTER_WP4_FFoQSI_1__VB-16-BD__bin.54,218406/840/1
CM_UNINA_FFOOD__FFOOD_289__bin.8,CM_UNINA_FFOOD__FFOOD_289__bin.8,218406/845/1
KastmanEK_2016__CSB734__bin.5,KastmanEK_2016__CSB734__bin.5,218406/848/1
DeFilippisF_xxxx__DS_2__bin.27,DeFilippisF_xxxx__DS_2__bin.27,218406/849/1
LeechJ_xxxx__AF58__bin.5,LeechJ_xxxx__AF58__bin.5,218406/850/1
DeFilippisF_xxxx__DS_105__bin.18,DeFilippisF_xxxx__DS_105__bin.18,218406/852/1
LeechJ_xxxx__AF66__bin.4,LeechJ_xxxx__AF66__bin.4,218406/854/1
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.47,MASTER_WP4_FFoQSI_1__VB-09-M7__bin.47,218406/855/1
KastmanEK_2016__CSB888__bin.3,KastmanEK_2016__CSB888__bin.3,218406/856/1
MASTER_WP4_FFoQSI_3__VB13-29__bin.36,MASTER_WP4_FFoQSI_3__VB13-29__bin.36,218406/857/1
LeechJ_xxxx__AF82__bin.16,LeechJ_xxxx__AF82__bin.16,218406/865/1
LimaC_2020__SRR9640346__bin.27,LimaC_2020__SRR9640346__bin.27,218406/866/1
MASTER_WP4_FFoQSI_3__VB13-29__bin.7,MASTER_WP4_FFoQSI_3__VB13-29__bin.7,218406/867/1
DuR_2020__DRS139334__bin.9,DuR_2020__DRS139334__bin.9,218406/869/1
KastmanEK_2016__CSB907__bin.3,KastmanEK_2016__CSB907__bin.3,218406/870/1
MASTER_WP4_CSIC_2__P2591__bin.20,MASTER_WP4_CSIC_2__P2591__bin.20,218406/874/1
AlvarezOrdonezA_xxxx__R04-18__bin.10,AlvarezOrdonezA_xxxx__R04-18__bin.10,218406/875/1
YouL_2022__SRR13308525__bin.12,YouL_2022__SRR13308525__bin.12,218406/876/1
MASTER_WP4_TEAGASC_1__TGS11-22__bin.5,MASTER_WP4_TEAGASC_1__TGS11-22__bin.5,218406/877/1
MortensenS_xxxx__WK001-2-G-48h-01C4_S1__bin.7,MortensenS_xxxx__WK001-2-G-48h-01C4_S1__bin.7,218406/879/1
DeFilippisF_xxxx__DF_7__bin.8,DeFilippisF_xxxx__DF_7__bin.8,218406/882/1
CM_UNINA_FFOOD__FFOOD_227__bin.5,CM_UNINA_FFOOD__FFOOD_227__bin.5,218406/884/1
PfeferT_xxxx__SRS2870571__bin.2,PfeferT_xxxx__SRS2870571__bin.2,218406/886/1
MASTER_WP4_FFoQSI_2__VB01-29__bin.4,MASTER_WP4_FFoQSI_2__VB01-29__bin.4,218406/887/1
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.32,MASTER_WP4_FFoQSI_1__VB-15-M10__bin.32,218406/890/1
DuruIC_2018__ERS2061100__bin.2,DuruIC_2018__ERS2061100__bin.2,218406/891/1
LimaC_2020__SRR9640348__bin.8,LimaC_2020__SRR9640348__bin.8,218406/892/1
MASTER_WP4_UNINA_1__GR001_73417__bin.10,MASTER_WP4_UNINA_1__GR001_73417__bin.10,218406/895/1
DeFilippisF_xxxx__DF_37__bin.23,DeFilippisF_xxxx__DF_37__bin.23,218406/898/1
MotaGutierrezJ_2021__SRR11602150__bin.23,MotaGutierrezJ_2021__SRR11602150__bin.23,218406/901/1
BertuzziAS_2018__ERS2032104__bin.7,BertuzziAS_2018__ERS2032104__bin.7,218406/904/1
LandisEA_2021__SRS5653333__bin.1,LandisEA_2021__SRS5653333__bin.1,218406/906/1
MASTER_WP4_FFoQSI_1__VB-03-M6__bin.7,MASTER_WP4_FFoQSI_1__VB-03-M6__bin.7,218406/907/1
MortensenS_xxxx__WK055-2-L-08h-04F4_S20__bin.8,MortensenS_xxxx__WK055-2-L-08h-04F4_S20__bin.8,218406/909/1
MASTER_WP4_CSIC_2__P2554__bin.10,MASTER_WP4_CSIC_2__P2554__bin.10,218406/910/1
MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin.6,MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin.6,218406/911/1
MASTER_WP4_TEAGASC_1__TGS04-29__bin.4,MASTER_WP4_TEAGASC_1__TGS04-29__bin.4,218406/913/1
MASTER_WP4_CSIC_2__P2528__bin.6,MASTER_WP4_CSIC_2__P2528__bin.6,218406/914/1
CM_UNINA_FFOOD__FFOOD_415__bin.4,CM_UNINA_FFOOD__FFOOD_415__bin.4,218406/918/1
WalshL_xxxx__E6__bin.2,WalshL_xxxx__E6__bin.2,218406/919/1
LeechJ_xxxx__AF69__bin.8,LeechJ_xxxx__AF69__bin.8,218406/923/1
EBC_133.12,EBC_133.12,218406/924/1
MASTER_WP4_FFoQSI_1__VB-15-M10__bin.12,MASTER_WP4_FFoQSI_1__VB-15-M10__bin.12,218406/927/1
MASTER_WP4_TEAGASC_1__TGS13-29__bin.3,MASTER_WP4_TEAGASC_1__TGS13-29__bin.3,218406/928/1
LeechJ_xxxx__AF26__bin.15,LeechJ_xxxx__AF26__bin.15,218406/929/1
MASTER_WP4_CSIC_2__P2587__bin.1,MASTER_WP4_CSIC_2__P2587__bin.1,218406/930/1
MASTER_WP4_FFoQSI_2__VB16-29__bin.3,MASTER_WP4_FFoQSI_2__VB16-29__bin.3,218406/932/1
LeechJ_xxxx__AF21__bin.7,LeechJ_xxxx__AF21__bin.7,218406/935/1
CM_UNINA_FFOOD__FFOOD_286__bin.4,CM_UNINA_FFOOD__FFOOD_286__bin.4,218406/941/1
MASTER_WP4_CSIC_2__P2561__bin.3,MASTER_WP4_CSIC_2__P2561__bin.3,218406/942/1
LeechJ_2020__ERS3967738__bin.4,LeechJ_2020__ERS3967738__bin.4,218406/943/1
DeFilippisF_xxxx__DF_101__bin.8,DeFilippisF_xxxx__DF_101__bin.8,218406/944/1
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.36,MASTER_WP4_FFoQSI_1__VB-09-M7__bin.36,218406/945/1
DeRoosJ_2020__B13M__bin.3,DeRoosJ_2020__B13M__bin.3,218406/947/1
CM_UNINA_FFOOD__FFOOD_389__bin.1,CM_UNINA_FFOOD__FFOOD_389__bin.1,218406/948/1
DeFilippisF_xxxx__DF_7__bin.19,DeFilippisF_xxxx__DF_7__bin.19,218406/949/1
LeechJ_2020__ERS3967689__bin.5,LeechJ_2020__ERS3967689__bin.5,218406/950/1
G_490_1A_malorum_assembly,G_490_1A_malorum_assembly,218406/959/1
BertuzziAS_2018__ERS2032125__bin.3,BertuzziAS_2018__ERS2032125__bin.3,218406/960/1
MilaniC_2019__SRR7587240__bin.19,MilaniC_2019__SRR7587240__bin.19,218406/962/1
MASTER_WP4_FFoQSI_3__VB02-22__bin.4,MASTER_WP4_FFoQSI_3__VB02-22__bin.4,218406/963/1
MASTER_WP4_TEAGASC_1__TGS04-28__bin.22,MASTER_WP4_TEAGASC_1__TGS04-28__bin.22,218406/964/1
MASTER_WP4_UNINA_1__PA012_73417__bin.7,MASTER_WP4_UNINA_1__PA012_73417__bin.7,218406/965/1
DeFilippisF_xxxx__DF_8__bin.4,DeFilippisF_xxxx__DF_8__bin.4,218406/966/1
CM_UNINA_FFOOD__FFOOD_326__bin.6,CM_UNINA_FFOOD__FFOOD_326__bin.6,218406/967/1
MAG_57,MAG_57,218406/968/1
DeFilippisF_xxxx__DF_34__bin.10,DeFilippisF_xxxx__DF_34__bin.10,218406/974/1
MAG_449,MAG_449,218406/978/1
MASTER_WP4_FFoQSI_1__VB-03-M6__bin.10,MASTER_WP4_FFoQSI_1__VB-03-M6__bin.10,218406/981/1
DeFilippisF_xxxx__DF_96__bin.7,DeFilippisF_xxxx__DF_96__bin.7,218406/982/1
MAG_509,MAG_509,218406/983/1
ChaconVargasK_2020__SRS6087091__bin.5,ChaconVargasK_2020__SRS6087091__bin.5,218406/984/1
MASTER_WP4_UNINA_1__MO005_73417__bin.6,MASTER_WP4_UNINA_1__MO005_73417__bin.6,218406/985/1
DeFilippisF_xxxx__DF_122__bin.4,DeFilippisF_xxxx__DF_122__bin.4,218406/986/1
MAG_418,MAG_418,218406/988/1
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.9,MASTER_WP4_FFoQSI_1__VB-15-BD__bin.9,218406/991/1
FalardeauJ_2023__SRR20811287__bin.3,FalardeauJ_2023__SRR20811287__bin.3,218406/994/1
MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6,MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6,218406/997/1
MASTER_WP4_UNINA_1__PA012_73417__bin.15,MASTER_WP4_UNINA_1__PA012_73417__bin.15,218406/1001/1
MAG_90,MAG_90,218406/1002/1
AlvarezOrdonezA_xxxx__Q07-22__bin.18,AlvarezOrdonezA_xxxx__Q07-22__bin.18,218406/1003/1
MASTER_WP4_TEAGASC_1__TGS10-27__bin.7,MASTER_WP4_TEAGASC_1__TGS10-27__bin.7,218406/1004/1
YulandiA_2020__SRS6115052__bin.2,YulandiA_2020__SRS6115052__bin.2,218406/1005/1
MotaGutierrezJ_2021__SRR11602153__bin.10,MotaGutierrezJ_2021__SRR11602153__bin.10,218406/1007/1
MAG_558,MAG_558,218406/1009/1
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.53,MASTER_WP4_FFoQSI_1__VB-09-M7__bin.53,218406/1011/1
MAG_63,MAG_63,218406/1012/1
LeechJ_2020__ERS3967724__bin.3,LeechJ_2020__ERS3967724__bin.3,218406/1016/1
LeechJ_2020__ERS3967741__bin.11,LeechJ_2020__ERS3967741__bin.11,218406/1019/1
MASTER_WP4_CSIC_1__P2184_73322__bin.5,MASTER_WP4_CSIC_1__P2184_73322__bin.5,218406/1020/1
YouL_2022__SRR13308534__bin.26,YouL_2022__SRR13308534__bin.26,218406/1022/1
MASTER_WP4_CSIC_1__P2143_73322__bin.3,MASTER_WP4_CSIC_1__P2143_73322__bin.3,218406/1023/1
MASTER_WP4_CSIC_1__P2249_73323__bin.28,MASTER_WP4_CSIC_1__P2249_73323__bin.28,218406/1025/1
MASTER_WP4_FFoQSI_1__KM-1G__bin.24,MASTER_WP4_FFoQSI_1__KM-1G__bin.24,218406/1027/1
MotaGutierrezJ_2021__SRR11602154__bin.1,MotaGutierrezJ_2021__SRR11602154__bin.1,218406/1028/1
MASTER_WP4_UNINA_1__MV011_71775__bin.14,MASTER_WP4_UNINA_1__MV011_71775__bin.14,218406/1032/1
CM_UNINA_FFOOD__FFOOD_300__bin.9,CM_UNINA_FFOOD__FFOOD_300__bin.9,218406/1036/1
MASTER_WP4_UNINA_1__MO002_71775__bin.1,MASTER_WP4_UNINA_1__MO002_71775__bin.1,218406/1038/1
WalshAM_2020__ERS3466744__bin.5,WalshAM_2020__ERS3466744__bin.5,218406/1039/1
MASTER_WP4_CSIC_2__P2584__bin.28,MASTER_WP4_CSIC_2__P2584__bin.28,218406/1041/1
WolfeBE_2014__491_Bayley__bin.8,WolfeBE_2014__491_Bayley__bin.8,218406/1042/1
